"(Intercept)"	"HareIndex"	"iem.summ.rain.10"	"iem.summ.temp"	"MooseDensity"	"PropHare"	"PropMoose"	"PropPtarmagin"	"HareIndex:iem.summ.temp"	"iem.summ.temp:MooseDensity"	"df"	"logLik"	"AICc"	"delta"	"weight"
"232"	-0.0630103002249967	-0.0525311499700031	0.0386404033265197	0.211244648214049	NA	NA	1.3081721291554	1.00108302423469	-0.0228031491946678	NA	10	-1708.34893340842	3436.83168676817	35.6930791309424	1.0664915095886e-09
"104"	-0.0624990284683125	-0.0521354803188308	0.0365008651978622	0.216119464352475	NA	NA	1.31653883431236	1.00459519724571	NA	NA	9	-1709.40477064953	3436.91896379145	35.7803561542246	1.02095226637364e-09
"168"	0.0120776166267439	-0.0528114843033523	0.0365933942889253	0.201228358930967	NA	NA	1.22581556891143	NA	-0.0228555978657158	NA	9	-1709.57647213947	3437.26236677135	36.1237591341164	8.59877188764644e-10
"40"	0.0128169118285623	-0.0524143769200562	0.0344506291579331	0.206127517089827	NA	NA	1.2343380391373	NA	NA	NA	8	-1710.63715887075	3437.36180255317	36.223194915945	8.18171264403009e-10
"102"	-0.0472717649119603	-0.0543704529042043	NA	0.163140773180775	NA	NA	1.37568962579762	0.947916797384896	NA	NA	8	-1710.72641056296	3437.54030593759	36.4016983003603	7.48311991663325e-10
"38"	0.0230908543090157	-0.0545242456461015	NA	0.156637612825143	NA	NA	1.29426968059005	NA	NA	NA	7	-1711.82176002117	3437.711522471	36.5729148337737	6.86915801793953e-10
"230"	-0.0469224975217576	-0.054856227061709	NA	0.155772042097198	NA	NA	1.37107895569704	0.941709403208328	-0.0210351845192723	NA	9	-1709.82521771548	3437.75985792337	36.6212502861367	6.70513608979039e-10
"91"	0.0756304915580111	NA	-0.017359899126289	NA	-0.136120031776289	0.620309723655987	NA	0.646978612973141	NA	NA	8	-1710.86131519118	3437.81011519403	36.6715075568045	6.53874452218587e-10
"200"	0.0227801717836947	-0.0524285532508458	0.0403805573499676	0.215977678956581	NA	NA	NA	0.913982989709681	-0.0229630981881117	NA	9	-1709.88144486957	3437.87231223154	36.7337045943118	6.33852859814469e-10
"136"	0.0867527021735229	-0.0527076827527471	0.0384060617665604	0.20637025850161	NA	NA	NA	NA	-0.0230058757421601	NA	8	-1710.89808808191	3437.88366097549	36.7450533382598	6.30266328191759e-10
"166"	0.0229908825416704	-0.0550133971598491	NA	0.149250800608017	NA	NA	1.28987763448979	NA	-0.0211728527608839	NA	8	-1710.90873003575	3437.90494488316	36.7663372459283	6.23594625962157e-10
"72"	0.0238156904331008	-0.0520303113220996	0.0382360538193662	0.220909094304863	NA	NA	NA	0.917240419579253	NA	NA	8	-1710.95200264189	3437.99149009544	36.8528824582154	5.97185576345117e-10
"8"	0.088010231945994	-0.0523084373815666	0.0362572740004798	0.211314419688114	NA	NA	NA	NA	NA	NA	7	-1711.97264796588	3438.01329836042	36.8746907231903	5.90709159723927e-10
"248"	-0.101782066061705	-0.052418114045383	0.0390767151771437	0.212455037054804	NA	0.804600526330966	1.38455322176388	1.06824200162493	-0.0228858348263014	NA	11	-1707.98405021217	3438.1287821042	36.9901744669723	5.57566572555147e-10
"120"	-0.100911047439735	-0.0520220397512316	0.0369219920545959	0.217330158765112	NA	0.797421590646389	1.39231095733087	1.07108494666186	NA	NA	10	-1709.04751024364	3438.22884043862	37.090232801389	5.30358260636998e-10
"6"	0.102523631648327	-0.054520744286521	NA	0.159296258923969	NA	NA	NA	NA	NA	NA	6	-1713.28487344519	3438.62071776417	37.4821101269363	4.35987720463622e-10
"134"	0.102154069428072	-0.0550103284486813	NA	0.151879839104937	NA	NA	NA	NA	-0.0212455181551023	NA	7	-1712.36570150119	3438.79940543104	37.6607977938106	3.98724317874681e-10
"184"	-0.0138402433179753	-0.0527372899180187	0.0368208044892929	0.201695795934836	NA	0.615829686730066	1.28149512748689	NA	-0.0229188061586785	NA	10	-1709.36449460486	3438.86280916106	37.724201523828	3.86282273393342e-10
"70"	0.0434367583823912	-0.0543669530377829	NA	0.16530814441802	NA	NA	NA	0.857077301894364	NA	NA	7	-1712.3997183771	3438.86743918286	37.7288315456276	3.85389060018304e-10
"118"	-0.084054622232196	-0.0542818587244989	NA	0.163644429434131	NA	0.770967947123851	1.4489481836489	1.01178525171647	NA	NA	9	-1710.39675912119	3438.90294073477	37.7643330975447	3.78608463621388e-10
"56"	-0.0127809891800003	-0.0523398978599262	0.0346676464629359	0.206602327604466	NA	0.608317352480536	1.28942728964936	NA	NA	NA	9	-1710.43100453533	3438.97143156306	37.832823925834	3.65862353535984e-10
"198"	0.0434815801053999	-0.0548539467726752	NA	0.157889840312195	NA	NA	NA	0.851183748647417	-0.021126432266055	NA	8	-1711.490849457	3439.06918372566	37.9305760884326	3.48410400993277e-10
"246"	-0.0839534506853866	-0.0547684044101773	NA	0.156253862870088	NA	0.7762380302448	1.44474098673003	1.00607994396393	-0.0210960564346713	NA	10	-1709.49036295566	3439.11454586265	37.9759382254233	3.40597023647907e-10
"54"	-0.00158482485647812	-0.0544630894561814	NA	0.156751276645602	NA	0.590574244770244	1.34767318341288	NA	NA	NA	8	-1711.62908895877	3439.3456627292	38.2070550919725	3.03427164449789e-10
"216"	-0.00251377254117654	-0.0523424749348241	0.0407638765467174	0.217028332221275	NA	0.59880668470454	NA	0.961429313952907	-0.0230314822062275	NA	10	-1709.6803078043	3439.49443555993	38.3558279227054	2.81675354049741e-10
"182"	-0.00192997774856409	-0.0549528863640893	NA	0.149342963017024	NA	0.596587402427828	1.34372625558602	NA	-0.0212243142388788	NA	9	-1710.71164720224	3439.53271689688	38.3941092596547	2.76335169865077e-10
"88"	-0.00110815104923758	-0.0519443556352698	0.0386050477709013	0.221954421532684	NA	0.590288139615735	NA	0.96398325342284	NA	NA	9	-1710.75718900984	3439.62380051209	38.4851928748581	2.64032632884231e-10
"152"	0.0706971065705057	-0.0526543509379516	0.0386173503671175	0.206822806311316	NA	0.436904141451448	NA	NA	-0.0230560319620131	NA	9	-1710.79145006381	3439.69232262001	38.5537149827856	2.55139805288294e-10
"24"	0.0722858134090564	-0.0522553149443387	0.0364583103090507	0.211767282263079	NA	0.428044569920196	NA	NA	NA	NA	8	-1711.87063803941	3439.82876089049	38.6901532532611	2.38314806422883e-10
"22"	0.0878739903440625	-0.0544809254883838	NA	0.159409847117283	NA	0.402425013268629	NA	NA	NA	NA	7	-1713.19577265525	3440.45954773916	39.3209401019335	1.73851083597506e-10
"86"	0.0202000568661207	-0.0543044259036827	NA	0.165708748375077	NA	0.556178059348695	NA	0.901192543476009	NA	NA	8	-1712.22960033307	3440.5466854778	39.4080778405714	1.66439224049515e-10
"150"	0.0872544549499064	-0.0549707201046499	NA	0.151978647258415	NA	0.409315699564907	NA	NA	-0.0212839065517105	NA	8	-1712.27331295062	3440.6341107129	39.4955030756719	1.59320453456738e-10
"214"	0.0199835081199145	-0.0547917795138565	NA	0.158273825170423	NA	0.562400117432801	NA	0.895848559879133	-0.0211752012319178	NA	9	-1711.31656064494	3440.74254378228	39.603936145048	1.50912631469562e-10
"103"	-0.0568803167964015	NA	0.0432185953097455	0.23185380183694	NA	NA	1.30791249987967	1.03028186780538	NA	NA	8	-1715.03343395656	3446.15435272479	45.0157450875577	1.00824531245709e-11
"39"	0.0202082519939131	NA	0.0411583915487078	0.221776762877358	NA	NA	1.22591534879108	NA	NA	NA	7	-1716.32648306645	3446.72096856156	45.5823609243266	7.59498894271527e-12
"71"	0.0287291433959552	NA	0.0449442034601017	0.236612631364224	NA	NA	NA	0.944923499333999	NA	NA	7	-1716.5570973869	3447.18219720246	46.0435895652295	6.03076796332323e-12
"7"	0.0948737174945801	NA	0.0429313513286023	0.226832653215145	NA	NA	NA	NA	NA	NA	6	-1717.6384839452	3447.32793876418	46.189331126955	5.60693138042453e-12
"119"	-0.096617916773327	NA	0.0436399424323921	0.233078907045143	NA	0.825363774559719	1.38650392569538	1.09858329310943	NA	NA	9	-1714.65121478729	3447.41185206699	46.2732444297603	5.37655012328765e-12
"34"	0.026878028937614	-0.056623112074092	NA	NA	NA	NA	1.38769604458238	NA	NA	NA	6	-1717.86569302182	3447.78235691742	46.6437492801897	4.46734602669193e-12
"101"	-0.0384223273398214	NA	NA	0.169452428262469	NA	NA	1.37762447283415	0.96432204470274	NA	NA	7	-1716.88765152877	3447.84330548619	46.704697848963	4.33326031325794e-12
"37"	0.0330211422569877	NA	NA	0.162924223574948	NA	NA	1.29663467159303	NA	NA	NA	6	-1718.01785129095	3448.08667345568	46.9480658184539	3.83679058937057e-12
"55"	-0.006459193810014	NA	0.0413758636395675	0.222264333770406	NA	0.633210324134417	1.28355984136255	NA	NA	NA	8	-1716.10372977143	3448.29494435453	47.1563367173003	3.45734441302519e-12
"98"	-0.0273215968726149	-0.056540754549784	NA	NA	NA	NA	1.45373842328599	0.737325767939611	NA	NA	7	-1717.20824121275	3448.48448485416	47.345877216932	3.14473785545012e-12
"87"	0.00261998204256258	NA	0.0453224826355376	0.237693339046096	NA	0.618667029678873	NA	0.993570513031263	NA	NA	8	-1716.34324926737	3448.7739833464	47.6353757091711	2.7209505543275e-12
"5"	0.112554455676188	NA	NA	0.165544732749305	NA	NA	NA	NA	NA	NA	5	-1719.47928241692	3448.99495052214	47.8563428849093	2.43634191670065e-12
"2"	0.112044469857203	-0.0566381634617759	NA	NA	NA	NA	NA	NA	NA	NA	5	-1719.53266280829	3449.10171130488	47.9631036676465	2.309699220599e-12
"23"	0.0782314313023754	NA	0.0431387052770741	0.227307320371436	NA	0.452873343649057	NA	NA	NA	NA	7	-1717.52454495666	3449.11709234197	47.9784847047426	2.29200456365727e-12
"117"	-0.0763527925657969	NA	NA	0.169955630379286	NA	0.79597678029771	1.45329300990033	1.0298439258605	NA	NA	8	-1716.53751212978	3449.16250907123	48.0239014339986	2.24054339913593e-12
"69"	0.0522339061121593	NA	NA	0.171614918428253	NA	NA	NA	0.875086324862466	NA	NA	6	-1718.55915602891	3449.16928293162	48.0306752943861	2.23296767151923e-12
"36"	0.0309204037164096	-0.0572213150955719	-0.0144120712996755	NA	NA	NA	1.39881842615292	NA	NA	NA	7	-1717.55465620773	3449.17731484412	48.0387072068893	2.22401815350371e-12
"50"	0.00251723026135221	-0.0565624347288823	NA	NA	NA	0.588657130700794	1.43888469440363	NA	NA	NA	7	-1717.67614925441	3449.42030093748	48.2816933002464	1.96958427433332e-12
"53"	0.00739135068561019	NA	NA	0.163039561541338	NA	0.613375626515127	1.3522919696429	NA	NA	NA	7	-1717.81089304245	3449.68978851355	48.5511808763235	1.72129808056085e-12
"100"	-0.0238191876764954	-0.0571545321151217	-0.0147896889936986	NA	NA	NA	1.46503045199298	0.747451638484389	NA	NA	8	-1716.88074036209	3449.84896553584	48.7103578986153	1.58961236838109e-12
"114"	-0.0624265169185258	-0.0564570258323937	NA	NA	NA	0.739888631255344	1.52210019959228	0.800841152642507	NA	NA	8	-1716.91098796111	3449.90946073388	48.770853096652	1.54225031602663e-12
"66"	0.0679804312302004	-0.0565567654142493	NA	NA	NA	NA	NA	0.647376867869123	NA	NA	6	-1719.03778850282	3450.12654787943	48.9879402422021	1.38361414484255e-12
"4"	0.116562411891819	-0.0572151830408123	-0.0139156704907144	NA	NA	NA	NA	NA	NA	NA	6	-1719.24276796879	3450.53650681137	49.3978991741378	1.12718069537183e-12
"21"	0.0971251339048798	NA	NA	0.165661123395796	NA	0.423950659093847	NA	NA	NA	NA	6	-1719.38079917433	3450.81256922244	49.6739615852084	9.81854989310929e-13
"85"	0.0280043268612083	NA	NA	0.172020594331811	NA	0.580461688338346	NA	0.920920061192001	NA	NA	7	-1718.37448348549	3450.81696939964	49.6783617624073	9.7969719588136e-13
"52"	0.0067494516611477	-0.0571570999206472	-0.0143338669371912	NA	NA	0.584210324456398	1.44954544334389	NA	NA	NA	8	-1717.36861165096	3450.82470811359	49.686100476365	9.75913722224914e-13
"18"	0.0977348949697753	-0.056599109431851	NA	NA	NA	0.395462775453667	NA	NA	NA	NA	6	-1719.44799399375	3450.94695886129	49.8083512240655	9.18047203557381e-13
"116"	-0.0587578653766206	-0.0570674194152547	-0.0147224782215898	NA	NA	0.737163209091527	1.53293158401819	0.810631057018777	NA	NA	9	-1716.58661214798	3451.28264678836	50.1440391511301	7.76195829355557e-13
"68"	0.0719311542089136	-0.0571480162256741	-0.014266270129642	NA	NA	NA	NA	0.657863753487478	NA	NA	7	-1718.73317438394	3451.53435119655	50.3957435593179	6.84406912236352e-13
"82"	0.046230060919234	-0.0564992075610034	NA	NA	NA	0.52096733835898	NA	0.690870890650038	NA	NA	7	-1718.89235730849	3451.85271704565	50.7141094084177	5.8368982322659e-13
"20"	0.102451029330473	-0.0571736338355484	-0.0138531271561117	NA	NA	0.389830337934627	NA	NA	NA	NA	7	-1719.16079554909	3452.38959352684	51.2509858896115	4.46273269611801e-13
"84"	0.0503394143038243	-0.057087938703804	-0.0142089929074597	NA	NA	0.517267899568695	NA	0.701050414105803	NA	NA	8	-1718.5902943089	3453.26807342946	52.1294657922317	2.87634772759531e-13
"33"	0.037555801808927	NA	NA	NA	NA	NA	1.39175835039399	NA	NA	NA	5	-1724.50723442704	3459.05085454238	57.9122469051499	1.59634377828357e-14
"97"	-0.0174026934559452	NA	NA	NA	NA	NA	1.45751703211394	0.749057435178384	NA	NA	6	-1723.83058499829	3459.71214087037	58.5735332331451	1.14691153944732e-14
"1"	0.122910275293743	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	-1726.17672634323	3460.3776951107	59.2390874734692	8.22255250504619e-15
"49"	0.0122311373961754	NA	NA	NA	NA	0.612200025500365	1.44506749213806	NA	NA	NA	6	-1724.30302383489	3460.65701854357	59.5184109063384	7.15076231252601e-15
"35"	0.0407588371314926	NA	-0.0110925162061174	NA	NA	NA	1.40032396396433	NA	NA	NA	6	-1724.32414657672	3460.69926402723	59.5606563900028	7.00130266209617e-15
"113"	-0.053696401253723	NA	NA	NA	NA	0.765784971408129	1.52818041783371	0.814631737659647	NA	NA	7	-1723.51324663691	3461.09449570248	59.9558880652507	5.74586455772302e-15
"99"	-0.0145914270254825	NA	-0.0114770094043941	NA	NA	NA	1.46627413959637	0.756954187818478	NA	NA	7	-1723.634612161	3461.33722675067	60.1986191134379	5.08917057088576e-15
"65"	0.077957945137582	NA	NA	NA	NA	NA	NA	0.660572579740353	NA	NA	5	-1725.66282758548	3461.36204085925	60.2234332220223	5.02641904109819e-15
"3"	0.126437850554581	NA	-0.0105957685111918	NA	NA	NA	NA	NA	NA	NA	5	-1726.00972068182	3462.05582705194	60.9172194147077	3.55307957720368e-15
"17"	0.107794867996361	NA	NA	NA	NA	0.417914793527485	NA	NA	NA	NA	5	-1726.08252658005	3462.20143884839	61.0628312111594	3.30358689396529e-15
"51"	0.0155578399391261	NA	-0.0110178720605117	NA	NA	0.609218046563647	1.45330334432716	NA	NA	NA	7	-1724.12246986716	3462.31294216298	61.1743345257541	3.12444653421455e-15
"115"	-0.0507798009152144	NA	-0.0114162255757847	NA	NA	0.764133571196673	1.53661348547785	0.822297858568655	NA	NA	8	-1723.31943721407	3462.7263592398	61.5877516025757	2.540976916905e-15
"67"	0.0810799297565687	NA	-0.0109539594997793	NA	NA	NA	NA	0.668658636722928	NA	NA	6	-1725.48438053636	3463.01973194651	61.8811243092778	2.19429819547395e-15
"81"	0.0551659417551805	NA	NA	NA	NA	0.546222953765702	NA	0.706143143510079	NA	NA	6	-1725.50348332051	3463.05793751481	61.9193298775836	2.15277882108619e-15
"19"	0.11145384866583	NA	-0.0105337455988069	NA	NA	0.414032795541791	NA	NA	NA	NA	6	-1725.91752603657	3463.88602294692	62.7474153096928	1.42292806543193e-15
"83"	0.0583893076101399	NA	-0.0108996556300702	NA	NA	0.543808267883894	NA	0.714019175996471	NA	NA	7	-1725.32686621538	3464.72173485943	63.5831272221963	9.36937042249843e-16
